,Data Medicao,PRECIPITACAO TOTAL MENSAL(mm),TEMPERATURA MEDIA MENSAL(°C),Nome
14757,2022-09-30,"96,2","20,78006",CARMO
14758,2022-10-31,"71,8","23,64664",CARMO
14759,2022-11-30,269,"22,595417",CARMO
14760,2022-12-31,"236,4","23,793952",CARMO
14761,2023-01-31,"364,8","24,638441",CARMO
14762,2023-02-28,"185,4","25,82753",CARMO
14763,2023-03-31,"57,2","25,212903",CARMO
14764,2023-04-30,"66,6","22,888611",CARMO
14765,2023-05-31,0,"20,074462",CARMO
14766,2018-11-30,"141,2","21,070942",SANTA MARIA MADALENA
14767,2018-12-31,"93,6","22,447312",SANTA MARIA MADALENA
14768,2019-01-31,39,"24,617876",SANTA MARIA MADALENA
14769,2019-02-28,"146,4","23,738393",SANTA MARIA MADALENA
14770,2019-03-31,"235,8","22,971505",SANTA MARIA MADALENA
14771,2019-04-30,"34,4","22,036528",SANTA MARIA MADALENA
14772,2019-05-31,101,"20,040188",SANTA MARIA MADALENA
14773,2019-06-30,"23,2","18,132917",SANTA MARIA MADALENA
14774,2019-07-31,12,"16,054704",SANTA MARIA MADALENA
14775,2019-08-31,"15,8","16,683133",SANTA MARIA MADALENA
14776,2019-09-30,"45,8","19,793194",SANTA MARIA MADALENA
14777,2019-10-31,"28,2","21,33078",SANTA MARIA MADALENA
14778,2019-11-30,283,"21,271552",SANTA MARIA MADALENA
14779,2019-12-31,"304,8","21,863172",SANTA MARIA MADALENA
14780,2020-01-31,"225,6","22,854704",SANTA MARIA MADALENA
14781,2020-02-29,"183,2","22,541379",SANTA MARIA MADALENA
14782,2020-03-31,"240,6","21,150709",SANTA MARIA MADALENA
14783,2020-04-30,"64,4","19,679028",SANTA MARIA MADALENA
14784,2020-05-31,"165,4","17,188844",SANTA MARIA MADALENA
14785,2020-06-30,"32,8","17,668056",SANTA MARIA MADALENA
14786,2020-07-31,"11,2","17,163441",SANTA MARIA MADALENA
14787,2020-08-31,"25,6","17,302957",SANTA MARIA MADALENA
14788,2020-09-30,"67,8","20,617639",SANTA MARIA MADALENA
14789,2020-10-31,"110,4","21,155914",SANTA MARIA MADALENA
14790,2020-11-30,208,"20,687917",SANTA MARIA MADALENA
14791,2020-12-31,"195,4","22,892292",SANTA MARIA MADALENA
14792,2021-01-31,"72,2","23,031855",SANTA MARIA MADALENA
14793,2021-02-28,211,"22,251339",SANTA MARIA MADALENA
14794,2021-03-31,"96,8","22,437144",SANTA MARIA MADALENA
14795,2021-04-30,"100,8","19,357778",SANTA MARIA MADALENA
14796,2021-10-31,"190,4","19,453091",SANTA MARIA MADALENA
14797,2021-11-30,"108,6","19,734167",SANTA MARIA MADALENA
14798,2021-12-31,"226,6","21,168952",SANTA MARIA MADALENA
14799,2022-01-31,"271,6","22,922072",SANTA MARIA MADALENA
14800,2022-02-28,310,"22,275",SANTA MARIA MADALENA
14801,2022-03-31,"36,4","22,491263",SANTA MARIA MADALENA
14802,2022-04-30,"117,8","20,837639",SANTA MARIA MADALENA
14803,2022-05-31,"73,6","17,907124",SANTA MARIA MADALENA
14804,2022-06-30,"21,8","16,323889",SANTA MARIA MADALENA
14805,2022-07-31,"2,8","17,039382",SANTA MARIA MADALENA
14806,2022-08-31,15,"17,284274",SANTA MARIA MADALENA
14807,2022-09-30,"83,6","17,679275",SANTA MARIA MADALENA
14808,2022-10-31,"40,6","20,993955",SANTA MARIA MADALENA
14809,2022-11-30,"236,6","19,784935",SANTA MARIA MADALENA
14810,2022-12-31,"197,8","21,444506",SANTA MARIA MADALENA
14811,2023-01-31,256,"22,553079",SANTA MARIA MADALENA
14812,2023-02-28,80,"23,386422",SANTA MARIA MADALENA
14813,2023-03-31,"51,4","22,670959",SANTA MARIA MADALENA
14814,2023-04-30,"92,8","20,855606",SANTA MARIA MADALENA
14815,2023-05-31,"18,6","18,1025",SANTA MARIA MADALENA
14816,2023-06-30,"22,8","16,768056",SANTA MARIA MADALENA
14817,2023-07-31,44,"16,724597",SANTA MARIA MADALENA
14818,2018-01-31,"27,6","26,658871",ECOPORANGA
14819,2018-02-28,"122,4","25,361905",ECOPORANGA
14820,2018-03-31,"149,8","25,724255",ECOPORANGA
14821,2018-04-30,"83,4","23,496522",ECOPORANGA
14822,2018-05-31,"17,8","22,434475",ECOPORANGA
14823,2018-06-30,"9,8","22,059867",ECOPORANGA
14824,2018-07-31,"14,2","21,491667",ECOPORANGA
14825,2018-08-31,"46,6","22,352285",ECOPORANGA
14826,2018-09-30,2,"23,361196",ECOPORANGA
14827,2018-10-31,97,"24,28414",ECOPORANGA
14828,2018-11-30,"294,6","24,279843",ECOPORANGA
14829,2018-12-31,180,"24,923253",ECOPORANGA
14830,2019-01-31,"17,4","26,850269",ECOPORANGA
14831,2019-02-28,"110,4","27,635268",ECOPORANGA
14832,2019-03-31,"20,8","26,851747",ECOPORANGA
14833,2019-04-30,"86,6","26,147917",ECOPORANGA
14834,2019-05-31,"21,8","24,47715",ECOPORANGA
14835,2019-06-30,"58,2","22,157917",ECOPORANGA
14836,2019-07-31,"25,2","20,985349",ECOPORANGA
14837,2019-08-31,"81,8","21,208346",ECOPORANGA
14838,2019-09-30,"13,6","23,100694",ECOPORANGA
14839,2019-10-31,33,"24,277932",ECOPORANGA
14840,2019-11-30,"112,6","25,44689",ECOPORANGA
14841,2019-12-31,"101,6","25,499184",ECOPORANGA
14842,2020-01-31,"135,6","26,219718",ECOPORANGA
14843,2021-12-31,301,"24,181035",ECOPORANGA
14844,2022-01-31,"125,8","26,311004",ECOPORANGA
14845,2022-02-28,"205,6","26,05422",ECOPORANGA
14846,2022-03-31,27,"25,866363",ECOPORANGA
14847,2022-04-30,"30,6","25,586667",ECOPORANGA
14848,2022-05-31,"18,2","22,880593",ECOPORANGA
14849,2022-06-30,",2","21,259306",ECOPORANGA
14850,2022-07-31,"15,2","21,398387",ECOPORANGA
14851,2022-08-31,"2,8","21,795833",ECOPORANGA
14852,2022-09-30,"10,8","22,414028",ECOPORANGA
14853,2022-10-31,"95,2","24,976075",ECOPORANGA
14854,2022-11-30,"312,4","23,620139",ECOPORANGA
14855,2022-12-31,"400,8","24,062769",ECOPORANGA
14856,2023-01-31,119,"25,463306",ECOPORANGA
14857,2023-02-28,"43,4","26,405506",ECOPORANGA
14858,2023-03-31,"33,4","26,068414",ECOPORANGA
14859,2023-04-30,"45,2","25,079306",ECOPORANGA
14860,2023-05-31,32,"22,819624",ECOPORANGA
14861,2023-06-30,13,"21,677083",ECOPORANGA
14862,2023-07-31,"48,4","21,294314",ECOPORANGA
14863,2018-01-31,"130,8","26,977688",MARILANDIA
14864,2018-02-28,230,"25,630804",MARILANDIA
14865,2018-03-31,"133,2","26,349401",MARILANDIA
14866,2018-04-30,"112,8","23,537868",MARILANDIA
14867,2018-05-31,"58,4","21,842413",MARILANDIA
14868,2018-06-30,"32,6","21,450537",MARILANDIA
14869,2018-07-31,"5,2","20,814113",MARILANDIA
14870,2018-08-31,"37,6","22,066322",MARILANDIA
14871,2018-09-30,13,"23,342923",MARILANDIA
14872,2018-10-31,"77,2","24,71371",MARILANDIA
14873,2018-11-30,"139,2","24,641226",MARILANDIA
14874,2018-12-31,329,"25,439919",MARILANDIA
14875,2019-01-31,6,"27,251478",MARILANDIA
14876,2019-02-28,"69,2","27,976488",MARILANDIA
14877,2019-03-31,56,"27,092987",MARILANDIA
14878,2019-04-30,"33,2","26,539861",MARILANDIA
14879,2019-05-31,40,"24,561962",MARILANDIA
14880,2019-06-30,12,"22,38375",MARILANDIA
14881,2019-07-31,"15,8","21,029704",MARILANDIA
14882,2019-08-31,"24,4","21,615092",MARILANDIA
14883,2019-09-30,"24,8","24,172083",MARILANDIA
14884,2019-10-31,45,"25,250403",MARILANDIA
14885,2019-11-30,"215,6","25,021142",MARILANDIA
14886,2019-12-31,"114,6","25,919893",MARILANDIA
14887,2020-01-31,"249,4","26,672312",MARILANDIA
14888,2020-02-29,"150,6","26,637875",MARILANDIA
14889,2020-03-31,"203,6","24,853682",MARILANDIA
14890,2020-04-30,"31,2","24,025694",MARILANDIA
14891,2020-05-31,"66,2","21,62285",MARILANDIA
14892,2020-06-30,33,"21,186667",MARILANDIA
14893,2020-07-31,"25,2","20,901613",MARILANDIA
14894,2020-08-31,34,"21,216667",MARILANDIA
14895,2020-09-30,"11,8","24,234861",MARILANDIA
14896,2020-10-31,274,"24,859946",MARILANDIA
14897,2020-11-30,"138,8","24,492083",MARILANDIA
14898,2020-12-31,166,"26,764785",MARILANDIA
14899,2021-01-31,"84,8","26,322043",MARILANDIA
14900,2021-02-28,"168,2","25,590923",MARILANDIA
14901,2021-11-30,"184,4","23,772118",MARILANDIA
14902,2021-12-31,"188,8","24,643156",MARILANDIA
14903,2022-01-31,"105,8","26,628946",MARILANDIA
14904,2022-02-28,"284,6","25,907033",MARILANDIA
14905,2022-03-31,"31,8","26,071225",MARILANDIA
14906,2022-04-30,"11,4","25,225833",MARILANDIA
14907,2022-05-31,45,"22,274281",MARILANDIA
14908,2022-06-30,"3,4","20,402917",MARILANDIA
14909,2022-07-31,"24,6","20,861289",MARILANDIA
14910,2022-08-31,"11,4","21,681568",MARILANDIA
14911,2022-09-30,9,"22,484861",MARILANDIA
14912,2022-10-31,"64,8","25,257343",MARILANDIA
14913,2022-11-30,147,"23,39844",MARILANDIA
14914,2022-12-31,"324,4","24,884569",MARILANDIA
14915,2023-01-31,"197,4","25,964279",MARILANDIA
14916,2023-02-28,"27,8","27,182399",MARILANDIA
14917,2023-03-31,"14,2","26,435144",MARILANDIA
14918,2023-04-30,"113,6","24,911717",MARILANDIA
14919,2023-05-31,"59,6","22,293798",MARILANDIA
14920,2023-06-30,"4,2","21,174722",MARILANDIA
14921,2023-07-31,"60,2","20,985478",MARILANDIA
14922,2018-01-31,"138,6","22,71371",VENDA NOVA DO IMIGRANTE
14923,2018-02-28,"273,8","21,651935",VENDA NOVA DO IMIGRANTE
14924,2018-03-31,"328,4","22,275746",VENDA NOVA DO IMIGRANTE
14925,2018-04-30,"209,6","19,564722",VENDA NOVA DO IMIGRANTE
14926,2018-05-31,"75,6","18,064753",VENDA NOVA DO IMIGRANTE
14927,2018-06-30,"25,8","17,555784",VENDA NOVA DO IMIGRANTE
14928,2018-07-31,"7,8","16,316801",VENDA NOVA DO IMIGRANTE
14929,2018-08-31,"54,8","17,447715",VENDA NOVA DO IMIGRANTE
14930,2018-09-30,"31,4","18,883031",VENDA NOVA DO IMIGRANTE
14931,2018-10-31,"60,4","20,527016",VENDA NOVA DO IMIGRANTE
14932,2018-11-30,"145,8","20,711111",VENDA NOVA DO IMIGRANTE
14933,2018-12-31,"313,8","21,68871",VENDA NOVA DO IMIGRANTE
14934,2019-01-31,30,"23,139919",VENDA NOVA DO IMIGRANTE
14935,2019-02-28,"248,6","23,048797",VENDA NOVA DO IMIGRANTE
14936,2019-03-31,"164,4","22,208351",VENDA NOVA DO IMIGRANTE
14937,2019-04-30,"100,8","21,847083",VENDA NOVA DO IMIGRANTE
14938,2019-05-31,"42,4","20,114785",VENDA NOVA DO IMIGRANTE
14939,2019-06-30,"10,4","17,766389",VENDA NOVA DO IMIGRANTE
14940,2019-07-31,"8,2","15,925806",VENDA NOVA DO IMIGRANTE
14941,2019-08-31,"23,4","16,846",VENDA NOVA DO IMIGRANTE
14942,2019-09-30,"45,4","19,198611",VENDA NOVA DO IMIGRANTE
14943,2019-10-31,"33,2","21,100134",VENDA NOVA DO IMIGRANTE
14944,2019-11-30,"236,2","21,144167",VENDA NOVA DO IMIGRANTE
14945,2019-12-31,"193,2","21,96371",VENDA NOVA DO IMIGRANTE
14946,2020-01-31,"376,2","22,675806",VENDA NOVA DO IMIGRANTE
14947,2020-02-29,"242,4","22,640517",VENDA NOVA DO IMIGRANTE
14948,2020-03-31,"195,8","20,796371",VENDA NOVA DO IMIGRANTE
14949,2020-09-30,27,"20,064512",VENDA NOVA DO IMIGRANTE
14950,2020-10-31,"179,6","20,817742",VENDA NOVA DO IMIGRANTE
14951,2020-11-30,"128,8","20,452826",VENDA NOVA DO IMIGRANTE
14952,2020-12-31,"260,8","22,368311",VENDA NOVA DO IMIGRANTE
14953,2021-02-28,"272,8","21,936012",VENDA NOVA DO IMIGRANTE
14954,2021-03-31,"138,4","21,896476",VENDA NOVA DO IMIGRANTE
14955,2021-04-30,"101,6","19,446944",VENDA NOVA DO IMIGRANTE
14956,2021-05-31,"17,6","18,338575",VENDA NOVA DO IMIGRANTE
14957,2021-06-30,35,"16,892639",VENDA NOVA DO IMIGRANTE
14958,2021-07-31,6,"15,320564",VENDA NOVA DO IMIGRANTE
14959,2021-08-31,"32,6","17,194086",VENDA NOVA DO IMIGRANTE
14960,2021-09-30,"40,2","19,903472",VENDA NOVA DO IMIGRANTE
14961,2021-10-31,"333,6","19,811156",VENDA NOVA DO IMIGRANTE
14962,2021-11-30,"208,8","19,927778",VENDA NOVA DO IMIGRANTE
14963,2021-12-31,"203,2","21,103091",VENDA NOVA DO IMIGRANTE
14964,2022-01-31,"224,2","22,64328",VENDA NOVA DO IMIGRANTE
14965,2022-02-28,"478,4","22,148661",VENDA NOVA DO IMIGRANTE
14966,2022-03-31,"20,2","22,090995",VENDA NOVA DO IMIGRANTE
14967,2022-04-30,"79,4","20,676641",VENDA NOVA DO IMIGRANTE
14968,2022-05-31,"14,6","17,814785",VENDA NOVA DO IMIGRANTE
14969,2022-06-30,"12,4","16,044444",VENDA NOVA DO IMIGRANTE
14970,2022-07-31,4,"16,782527",VENDA NOVA DO IMIGRANTE
14971,2022-08-31,"18,8","16,794489",VENDA NOVA DO IMIGRANTE
14972,2022-09-30,"50,2","17,819861",VENDA NOVA DO IMIGRANTE
14973,2022-10-31,"70,6","21,268188",VENDA NOVA DO IMIGRANTE
14974,2022-11-30,"163,6","19,539814",VENDA NOVA DO IMIGRANTE
14975,2022-12-31,"317,8","21,028891",VENDA NOVA DO IMIGRANTE
14976,2023-01-31,"352,6","22,208174",VENDA NOVA DO IMIGRANTE
14977,2023-02-28,"46,6","22,894086",VENDA NOVA DO IMIGRANTE
14978,2023-03-31,"143,2","22,190657",VENDA NOVA DO IMIGRANTE
14979,2023-04-30,"113,8","20,506033",VENDA NOVA DO IMIGRANTE
14980,2023-05-31,"44,6","17,598126",VENDA NOVA DO IMIGRANTE
14981,2023-06-30,"15,2","16,279167",VENDA NOVA DO IMIGRANTE
14982,2023-07-31,"41,2","16,611828",VENDA NOVA DO IMIGRANTE
14983,2018-01-31,"62,8","26,316497",VILA VELHA
14984,2018-02-28,"173,6","25,348661",VILA VELHA
14985,2018-03-31,"154,6","25,849047",VILA VELHA
14986,2018-04-30,"189,2","23,849457",VILA VELHA
14987,2018-05-31,"213,2","22,117863",VILA VELHA
14988,2018-06-30,"42,6","21,961574",VILA VELHA
14989,2018-07-31,"3,2","21,375672",VILA VELHA
14990,2018-08-31,"128,4","21,318952",VILA VELHA
14991,2018-09-30,"46,6","22,755495",VILA VELHA
14992,2018-10-31,"139,4","23,633871",VILA VELHA
14993,2018-11-30,"293,2","24,178352",VILA VELHA
14994,2018-12-31,"118,6","25,307796",VILA VELHA
14995,2019-01-31,",6","27,150538",VILA VELHA
14996,2019-02-28,"118,6","27,176339",VILA VELHA
14997,2019-03-31,"38,4","26,868548",VILA VELHA
14998,2019-04-30,"50,6","25,860417",VILA VELHA
14999,2019-05-31,217,"24,338038",VILA VELHA
15000,2019-06-30,"36,6","22,523056",VILA VELHA
15001,2019-07-31,"40,2","20,96129",VILA VELHA
15002,2019-08-31,"52,6","21,017473",VILA VELHA
15003,2019-09-30,"89,4","22,976944",VILA VELHA
15004,2019-10-31,29,"24,179435",VILA VELHA
15005,2020-02-29,"117,6","26,260695",VILA VELHA
15006,2020-03-31,"299,6","24,802687",VILA VELHA
15007,2020-04-30,"25,8","23,952778",VILA VELHA
15008,2020-05-31,"46,8","22,075538",VILA VELHA
15009,2020-06-30,"77,2","21,91625",VILA VELHA
15010,2020-07-31,"63,8","21,352823",VILA VELHA
15011,2020-08-31,"101,6","21,542204",VILA VELHA
15012,2020-09-30,"120,2","23,605556",VILA VELHA
15013,2020-10-31,"159,4","23,813575",VILA VELHA
15014,2020-11-30,85,"24,105175",VILA VELHA
15015,2020-12-31,143,"25,736689",VILA VELHA
15016,2021-02-28,"215,4","25,374702",VILA VELHA
15017,2021-03-31,224,"25,425269",VILA VELHA
15018,2021-04-30,"93,4","23,588194",VILA VELHA
15019,2021-05-31,"94,2","22,588844",VILA VELHA
15020,2021-06-30,85,"21,178333",VILA VELHA
15021,2021-07-31,"3,6","20,256855",VILA VELHA
15022,2021-12-31,"91,4","24,558579",VILA VELHA
15023,2022-01-31,"77,4","26,117742",VILA VELHA
15024,2022-02-28,133,"25,714331",VILA VELHA
15025,2022-03-31,39,"26,311425",VILA VELHA
15026,2022-04-30,12,"25,230556",VILA VELHA
15027,2022-05-31,39,"22,643145",VILA VELHA
15028,2022-06-30,"9,4","21,169583",VILA VELHA
15029,2022-07-31,"16,2","21,654463",VILA VELHA
15030,2022-08-31,26,"21,664113",VILA VELHA
15031,2022-09-30,"22,6","21,828611",VILA VELHA
15032,2022-10-31,"96,6","24,216914",VILA VELHA
15033,2022-11-30,"306,2","23,169531",VILA VELHA
15034,2022-12-31,"274,2","24,442395",VILA VELHA
15035,2023-01-31,"168,6","25,662319",VILA VELHA
15036,2023-02-28,"12,6","26,96534",VILA VELHA
15037,2023-03-31,33,"26,382541",VILA VELHA
15038,2023-04-30,"116,6","24,527524",VILA VELHA
15039,2023-05-31,"72,2","22,260556",VILA VELHA
15040,2023-06-30,"17,2","21,685556",VILA VELHA
15041,2023-07-31,"136,2","21,136559",VILA VELHA
15042,2018-01-31,"483,8","12,521295",ITATIAIA - AGULHAS NEGRAS
15043,2018-02-28,214,"12,046429",ITATIAIA - AGULHAS NEGRAS
15044,2018-03-31,"336,4","12,80336",ITATIAIA - AGULHAS NEGRAS
15045,2018-04-30,"42,8","9,654306",ITATIAIA - AGULHAS NEGRAS
15046,2018-05-31,"50,6","7,76922",ITATIAIA - AGULHAS NEGRAS
15047,2018-06-30,"56,6","7,591111",ITATIAIA - AGULHAS NEGRAS
15048,2018-07-31,"28,2","6,854436",ITATIAIA - AGULHAS NEGRAS
15049,2018-08-31,"117,6","7,873522",ITATIAIA - AGULHAS NEGRAS
15050,2018-09-30,130,"9,775",ITATIAIA - AGULHAS NEGRAS
15051,2018-10-31,"175,4","11,916528",ITATIAIA - AGULHAS NEGRAS
15052,2018-12-31,"279,8","12,334543",ITATIAIA - AGULHAS NEGRAS
15053,2019-01-31,"197,4","13,562903",ITATIAIA - AGULHAS NEGRAS
15054,2019-02-28,"308,4","12,906439",ITATIAIA - AGULHAS NEGRAS
15055,2019-03-31,"342,6","12,05336",ITATIAIA - AGULHAS NEGRAS
15056,2019-04-30,"137,8","11,347778",ITATIAIA - AGULHAS NEGRAS
15057,2019-05-31,"106,2","9,797581",ITATIAIA - AGULHAS NEGRAS
15058,2019-06-30,"34,4","7,765417",ITATIAIA - AGULHAS NEGRAS
15059,2019-07-31,"82,6","6,621371",ITATIAIA - AGULHAS NEGRAS
15060,2019-08-31,"58,4","8,265105",ITATIAIA - AGULHAS NEGRAS
15061,2019-09-30,"159,2","11,332083",ITATIAIA - AGULHAS NEGRAS
15062,2019-10-31,"232,4","11,808065",ITATIAIA - AGULHAS NEGRAS
15063,2019-11-30,"264,6","12,067778",ITATIAIA - AGULHAS NEGRAS
15064,2019-12-31,300,"12,225134",ITATIAIA - AGULHAS NEGRAS
15065,2020-01-31,"328,4","13,060215",ITATIAIA - AGULHAS NEGRAS
15066,2020-02-29,"465,2","12,693247",ITATIAIA - AGULHAS NEGRAS
15067,2020-03-31,"228,4","10,661323",ITATIAIA - AGULHAS NEGRAS
15068,2020-04-30,"42,4","9,693472",ITATIAIA - AGULHAS NEGRAS
15069,2020-05-31,"70,8","7,980914",ITATIAIA - AGULHAS NEGRAS
15070,2020-06-30,42,"8,478889",ITATIAIA - AGULHAS NEGRAS
15071,2020-07-31,"16,6","8,205914",ITATIAIA - AGULHAS NEGRAS
15072,2020-08-31,"42,2","7,375134",ITATIAIA - AGULHAS NEGRAS
15073,2020-09-30,"83,8","10,979861",ITATIAIA - AGULHAS NEGRAS
15074,2020-10-31,"156,8","12,010081",ITATIAIA - AGULHAS NEGRAS
15075,2020-11-30,"236,6","10,898211",ITATIAIA - AGULHAS NEGRAS
15076,2020-12-31,"517,8","12,634",ITATIAIA - AGULHAS NEGRAS
15077,2021-02-28,"362,8","11,836561",ITATIAIA - AGULHAS NEGRAS
15078,2021-03-31,"183,2","12,071674",ITATIAIA - AGULHAS NEGRAS
15079,2021-04-30,"28,8","8,749722",ITATIAIA - AGULHAS NEGRAS
15080,2021-05-31,"54,6","8,534274",ITATIAIA - AGULHAS NEGRAS
15081,2021-06-30,"24,8","7,327222",ITATIAIA - AGULHAS NEGRAS
15082,2021-07-31,"42,2","5,610618",ITATIAIA - AGULHAS NEGRAS
15083,2021-08-31,33,"8,093952",ITATIAIA - AGULHAS NEGRAS
15084,2021-09-30,"30,6","12,466667",ITATIAIA - AGULHAS NEGRAS
15085,2021-10-31,312,"11,149384",ITATIAIA - AGULHAS NEGRAS
15086,2021-11-30,335,"11,016214",ITATIAIA - AGULHAS NEGRAS
15087,2021-12-31,"386,4","11,160371",ITATIAIA - AGULHAS NEGRAS
15088,2022-01-31,"817,4","12,514656",ITATIAIA - AGULHAS NEGRAS
15089,2022-02-28,"273,8","12,215858",ITATIAIA - AGULHAS NEGRAS
15090,2022-03-31,"221,6","12,443099",ITATIAIA - AGULHAS NEGRAS
15091,2022-04-30,"182,6","10,689167",ITATIAIA - AGULHAS NEGRAS
15092,2022-05-31,"64,8","7,086863",ITATIAIA - AGULHAS NEGRAS
15093,2022-06-30,"15,6","7,288575",ITATIAIA - AGULHAS NEGRAS
15094,2018-01-31,"238,6","25,922581",RIO DE JANEIRO - JACAREPAGUA
15095,2018-02-28,"189,4","25,210268",RIO DE JANEIRO - JACAREPAGUA
15096,2018-03-31,"131,6","25,842742",RIO DE JANEIRO - JACAREPAGUA
15097,2018-04-30,"85,8","23,441944",RIO DE JANEIRO - JACAREPAGUA
15098,2018-05-31,"26,2","21,373387",RIO DE JANEIRO - JACAREPAGUA
15099,2018-06-30,"84,6","20,589167",RIO DE JANEIRO - JACAREPAGUA
15100,2018-07-31,"23,4","20,479839",RIO DE JANEIRO - JACAREPAGUA
15101,2018-08-31,"61,2","19,813306",RIO DE JANEIRO - JACAREPAGUA
15102,2018-09-30,"60,8","22,040417",RIO DE JANEIRO - JACAREPAGUA
15103,2018-10-31,"126,2","23,090054",RIO DE JANEIRO - JACAREPAGUA
15104,2018-11-30,"286,6","24,033056",RIO DE JANEIRO - JACAREPAGUA
15105,2018-12-31,"58,8","25,236641",RIO DE JANEIRO - JACAREPAGUA
15106,2019-01-31,"36,4","27,784946",RIO DE JANEIRO - JACAREPAGUA
15107,2019-02-28,334,"26,111458",RIO DE JANEIRO - JACAREPAGUA
15108,2019-03-31,"316,2","25,499328",RIO DE JANEIRO - JACAREPAGUA
15109,2019-04-30,214,"24,773333",RIO DE JANEIRO - JACAREPAGUA
15110,2019-05-31,106,"23,083333",RIO DE JANEIRO - JACAREPAGUA
15111,2019-06-30,94,"21,390139",RIO DE JANEIRO - JACAREPAGUA
15112,2019-07-31,40,"19,398253",RIO DE JANEIRO - JACAREPAGUA
15113,2019-08-31,106,"19,906452",RIO DE JANEIRO - JACAREPAGUA
15114,2019-09-30,"119,2","21,941667",RIO DE JANEIRO - JACAREPAGUA
15115,2019-10-31,"51,6","23,766667",RIO DE JANEIRO - JACAREPAGUA
15116,2019-11-30,154,"23,519583",RIO DE JANEIRO - JACAREPAGUA
15117,2019-12-31,"118,4","24,947715",RIO DE JANEIRO - JACAREPAGUA
15118,2020-01-31,"107,6","25,731452",RIO DE JANEIRO - JACAREPAGUA
15119,2020-02-29,"302,4","25,273276",RIO DE JANEIRO - JACAREPAGUA
15120,2020-03-31,"221,8","23,878495",RIO DE JANEIRO - JACAREPAGUA
15121,2020-04-30,"35,4","22,534861",RIO DE JANEIRO - JACAREPAGUA
15122,2020-07-31,"68,6","20,661962",RIO DE JANEIRO - JACAREPAGUA
15123,2020-08-31,"114,6","20,363441",RIO DE JANEIRO - JACAREPAGUA
15124,2020-09-30,"119,8","23,440694",RIO DE JANEIRO - JACAREPAGUA
15125,2020-10-31,"125,4","23,559005",RIO DE JANEIRO - JACAREPAGUA
15126,2020-11-30,"161,6","23,125",RIO DE JANEIRO - JACAREPAGUA
15127,2020-12-31,218,"25,268952",RIO DE JANEIRO - JACAREPAGUA
15128,2021-01-31,"74,2","26,840188",RIO DE JANEIRO - JACAREPAGUA
15129,2021-02-28,"121,6","25,286161",RIO DE JANEIRO - JACAREPAGUA
15130,2021-03-31,"53,8","25,692742",RIO DE JANEIRO - JACAREPAGUA
15131,2021-04-30,133,"22,6425",RIO DE JANEIRO - JACAREPAGUA
15132,2021-05-31,"125,8","21,172715",RIO DE JANEIRO - JACAREPAGUA
15133,2021-06-30,"40,4","20,076528",RIO DE JANEIRO - JACAREPAGUA
15134,2021-07-31,"26,6","18,038978",RIO DE JANEIRO - JACAREPAGUA
15135,2021-08-31,55,"20,503249",RIO DE JANEIRO - JACAREPAGUA
15136,2021-10-31,"153,2","21,998374",RIO DE JANEIRO - JACAREPAGUA
15137,2021-11-30,"108,2","22,170139",RIO DE JANEIRO - JACAREPAGUA
15138,2021-12-31,"241,2","23,977554",RIO DE JANEIRO - JACAREPAGUA
15139,2022-01-31,"115,4","26,036828",RIO DE JANEIRO - JACAREPAGUA
15140,2022-02-28,"185,4","25,076488",RIO DE JANEIRO - JACAREPAGUA
15141,2022-03-31,"75,6","26,261425",RIO DE JANEIRO - JACAREPAGUA
15142,2022-04-30,"332,6","23,561528",RIO DE JANEIRO - JACAREPAGUA
15143,2022-05-31,62,"21,192326",RIO DE JANEIRO - JACAREPAGUA
15144,2022-06-30,"86,8","19,317917",RIO DE JANEIRO - JACAREPAGUA
15145,2022-07-31,"49,2","20,657124",RIO DE JANEIRO - JACAREPAGUA
15146,2022-08-31,"135,6","20,033333",RIO DE JANEIRO - JACAREPAGUA
15147,2022-09-30,"125,2","20,074554",RIO DE JANEIRO - JACAREPAGUA
15148,2022-10-31,"40,8","23,231317",RIO DE JANEIRO - JACAREPAGUA
15149,2022-11-30,"291,8","22,221389",RIO DE JANEIRO - JACAREPAGUA
15150,2022-12-31,"308,2","24,220296",RIO DE JANEIRO - JACAREPAGUA
15151,2023-01-31,"283,2","25,208602",RIO DE JANEIRO - JACAREPAGUA
15152,2023-02-28,"259,6","26,654167",RIO DE JANEIRO - JACAREPAGUA
15153,2023-03-31,"70,2","25,595027",RIO DE JANEIRO - JACAREPAGUA
15154,2023-04-30,"113,6","23,056389",RIO DE JANEIRO - JACAREPAGUA
15155,2023-05-31,"85,6","21,357661",RIO DE JANEIRO - JACAREPAGUA
15156,2023-06-30,28,"20,142639",RIO DE JANEIRO - JACAREPAGUA
15157,2023-07-31,"67,4","19,988306",RIO DE JANEIRO - JACAREPAGUA
15158,2022-12-31,"169,8","22,000269",Paty do Alferes - Avelar
15159,2023-01-31,"379,2","22,829032",Paty do Alferes - Avelar
15160,2023-02-28,111,"23,966518",Paty do Alferes - Avelar
15161,2023-03-31,"82,4","23,368011",Paty do Alferes - Avelar
15162,2023-04-30,"104,2","20,760483",Paty do Alferes - Avelar
15163,2023-05-31,"3,8","17,715568",Paty do Alferes - Avelar
15164,2023-06-30,"10,8","15,867917",Paty do Alferes - Avelar
15165,2023-07-31,10,"16,937903",Paty do Alferes - Avelar
